기온(°C),강수량(mm),풍속(m/s),습도(%),증기압(hPa),이슬점온도(°C),일사(MJ/m2),3시간신적설(cm),전운량(10분위),시간,노면상태
-1.2,0.0,4.7,57.0,3.1333333333333333,-9.033333333333331,0.01,0.0,0.0,8,0.0
9.0,0.0,2.4,54.0,6.2,0.1,0.0,0.0,1.0,6,0.0
-1.6,0.0,2.6,60.0,3.3,-8.3,0.0,0.0,0.0,21,0.0
1.5,0.0,2.0,61.0,4.2,-5.2,0.14,0.0,8.0,8,0.0
-0.4,0.0,2.2,56.0,3.3,-8.1,0.24,0.0,0.0,8,0.0
6.3,0.0,2.1,53.0,5.066666666666666,-2.6,1.15,0.0,0.0,11,0.0
3.2,0.0,4.1,54.0,4.2,-5.0,0.0,0.0,9.0,18,0.0
-4.2,0.0,2.1,60.0,2.7,-10.8,0.34,0.0,7.0,9,0.0
9.5,0.0,1.1,56.0,6.6,1.1,0.54,0.0,9.0,16,0.0
-4.1,0.0333333333333333,2.0,60.0,2.7,-10.7,0.0,0.0,8.0,8,0.0
2.4,0.0,3.9,57.0,4.2,-5.2,0.0,0.0,4.0,0,0.0
-0.3,0.0,1.8,61.0,3.6,-6.9,0.0,0.0,0.0,7,0.0
-0.6,0.0,2.1,58.0,3.4,-7.8,0.0,0.0,0.0,3,0.0
-2.4,0.0,0.8,58.0,3.0,-9.5,0.01,0.0,0.0,8,0.0
6.4,0.0,2.0,55.0,5.3,-2.0,0.0,0.0,0.0,21,0.0
-1.5,0.0,1.3,56.0,3.1,-9.1,0.91,0.0,6.0,10,0.0
3.7,0.0,2.2,60.0,4.8,-3.3,0.0,0.0,6.0,6,0.0
-4.1,0.05,2.1,62.0,2.8,-10.3,0.13,0.0,7.0,9,0.0
8.1,0.0,2.9,58.0,6.2,0.3,1.31,0.0,7.0,10,0.0
3.2,0.0,3.7,61.0,4.7,-3.6,0.96,0.0,7.0,11,0.0
3.8,0.1333333333333333,2.5,54.0,4.3,-4.6,0.0,0.0,9.5,19,0.0
8.1,0.0,2.5,53.0,5.7,-0.9,1.04,0.0,1.0,15,0.0
8.7,0.0999999999999999,2.6,57.0,6.4,0.6,0.15,0.0,10.0,10,0.0
5.2,0.0,3.0,56.0,5.0,-2.8,0.0,0.0,8.0,0,0.0
2.6,0.0,2.8,61.0,4.5,-4.1,0.0,0.0,10.0,20,0.0
0.7,0.0,0.9,58.0,3.7,-6.6,0.0,0.0,0.0,23,0.0
5.3,0.0,2.5,54.0,4.8,-3.2,0.0,0.0,6.0,21,0.0
8.7,0.05,4.9,57.0,6.4,0.6,0.49,0.0,9.0,14,0.0
7.2,0.0,2.3,58.0,5.9,-0.5,0.0,0.0,0.0,20,0.0
-1.4,0.0,4.5,56.0,3.1,-9.0,0.2,0.0,6.0,9,0.0
-1.5,0.0,4.0,62.0,3.4,-7.8,1.72,0.0,2.0,11,0.0
-2.4,0.0,5.1,59.0,3.0,-9.3,0.0,0.0,5.666666666666666,20,0.0
4.9,0.0166666666666666,3.3,54.0,4.7,-3.6,0.0,0.0,10.0,4,0.0
1.0,0.0,2.5,54.0,3.6,-7.2,0.11,0.0,7.0,9,0.0
-2.0,0.0,1.6,60.0,3.2,-8.7,0.0,0.0,0.0,20,0.0
0.7,0.0,0.6,55.0,3.5,-7.3,0.23,0.0,0.0,9,0.0
0.5,0.0,2.7,61.0,3.9,-6.1,0.0,0.0,9.0,7,0.0
-3.3,0.0,3.5,59.0,2.8,-10.1,0.0,0.0,3.0,7,0.0
-1.6,0.0,1.8,58.0,3.1,-8.8,0.0,0.0,7.0,2,0.0
2.7,0.0,3.9,60.0,4.4,-4.3,0.0,0.0,9.0,5,0.0
-2.7,0.0,1.6,61.0,3.1,-9.1,0.0,0.0,7.666666666666667,22,0.0
-1.2,0.0,2.4,62.0,3.5,-7.5,0.0,0.0,0.0,20,0.0
5.3,0.05,5.3,60.0,5.4,-1.8,0.65,0.0,9.0,12,0.0
-2.0,0.0,1.7,61.0,3.2,-8.5,0.0,0.0,0.0,21,0.0
4.4,0.0,1.7,59.0,4.9,-2.9,0.0,0.0,0.0,4,0.0
4.7,0.0,1.3,54.0,4.6,-3.8,0.0,0.0,3.0,5,0.0
7.3,0.0,2.4,53.0,5.4,-1.6,1.57,0.0,0.0,10,0.0
8.8,0.0,1.5,53.0,6.0,-0.2,2.27,0.0,0.0,11,0.0
4.0,0.0,0.7,53.0,4.166666666666667,-5.3,0.6,0.0,10.0,14,0.0
7.0,0.0,2.0,59.0,5.9,-0.4666666666666667,0.9,0.0,0.0,10,0.0
-4.0,0.0,1.6,62.0,2.7,-10.7,0.22,0.0,8.0,9,0.0
-0.6,0.0,4.6,58.0,3.4,-7.8,0.0,0.0,0.0,3,0.0
-1.3,0.0,3.3,60.0,3.3,-8.0,0.0,0.0,0.0,5,0.0
10.3,0.0,1.7,56.0,7.0,1.8,0.91,0.0,0.0,9,0.0
5.4,0.2,4.5,60.0,5.5,-1.5,0.6,0.0,8.0,12,0.0
3.1,0.0,1.3,60.0,4.6,-3.9,0.0,0.0,10.0,6,0.0
4.0,0.0,0.8,60.0,4.9,-3.0,0.0,0.0,10.0,20,0.0
3.7,0.0,5.4,53.0,4.2,-5.0,1.11,0.0,3.0,10,0.0
-3.0,0.0,1.1,59.0,2.9,-9.9,0.83,0.0,0.0,10,0.0
1.1,0.0,2.6,54.0,3.6,-7.1,1.36,0.0,6.0,12,0.0
2.3,0.0,2.6,60.0,4.3,-4.6,0.0,0.0,6.0,4,0.0
-1.4,0.0,2.0,61.0,3.4,-7.9,0.0,0.0,3.0,5,0.0
-0.2,0.0,3.5,57.0,3.4,-7.7,0.0,0.0,9.666666666666666,1,0.0
-3.4,0.0,2.8,62.0,3.0,-9.6,0.16,0.0,8.0,9,0.0
8.2,0.0,1.8,54.0,5.9,-0.5,0.0,0.0,6.666666666666667,20,0.0
6.5,0.0333333333333333,2.2,58.0,5.6,-1.1,0.0,0.0,10.0,20,0.0
-3.0,0.0,2.7,59.0,2.9,-9.9,1.06,0.0,0.0,10,0.0
3.5,0.0,4.9,53.0,4.2,-5.2,2.07,0.0,6.0,13,0.0
3.6,0.0,1.5,55.0,4.3,-4.6,0.0,0.0,0.0,4,0.0
5.3,0.0,2.6,60.0,5.366666666666667,-1.7333333333333334,0.05,0.0,6.666666666666667,17,0.0
2.5,0.0,1.7,60.0,4.5,-4.0,0.0,0.0,7.333333333333333,5,0.0
5.5,0.0,1.5,53.0,4.8,-3.3,0.0,0.0,9.0,18,0.0
4.2,0.0,2.8,53.0,4.4,-4.5,2.06,0.0,1.0,11,0.0
8.1,0.0,4.5,53.0,5.7,-0.9,0.63,0.0,2.0,16,0.0
3.5,0.0,1.7,61.0,4.8,-3.3,0.0,0.0,3.0,20,0.0
5.6,0.0,5.9,55.0,5.0,-2.7,0.0,0.0,10.0,23,0.0
3.3,0.0,4.1,56.0,4.3,-4.6,0.0,0.0,0.0,2,0.0
-3.5,0.0,1.8,60.0,2.8,-10.1,0.06,0.0,1.0,8,0.0
-1.9,0.0,2.7,58.0,3.1,-9.0,0.0,0.0,1.3333333333333337,19,0.0
2.9,0.0,1.9,56.0,4.3,-4.8,0.0,0.0,7.0,0,0.0
-2.4,0.0,2.8,60.0,3.1,-9.1,0.0,0.0,3.0,4,0.0
0.0,0.0,2.9,57.0,3.5,-7.5,0.0,0.0,5.333333333333334,1,0.0
4.6,0.0,3.6,53.0,4.5,-4.1,1.56,0.0,3.0,15,0.0
4.6,0.0,2.9,60.0,5.1,-2.5,0.0,0.0,0.0,21,0.0
-0.6,0.0,1.6,60.0,3.5,-7.4,0.0,0.0,3.0,3,0.0
0.9,0.0,1.8,57.0,3.7,-6.6,0.0,0.0,0.0,2,0.0
3.4,0.0,1.2,56.0,4.4,-4.5,0.0,0.0,2.0,23,0.0
-2.7,0.0,2.1,60.0,3.0,-9.566666666666666,0.0,0.0,8.0,4,0.0
-1.2,0.0,2.9,57.0,3.2,-8.8,0.0,0.0,0.0,6,0.0
7.9,0.0333333333333333,3.1,52.0,5.6,-1.3,0.67,0.0,10.0,14,0.0
2.7,0.0,1.1,53.0,3.9,-5.9,0.53,0.0,9.0,10,0.0
-2.9,0.0,1.7,61.0,3.0,-9.3,0.01,0.0,0.0,8,0.0
6.7,0.0,1.5,53.0,5.2,-2.2,1.06,0.0,0.0,10,0.0
-2.7,0.0,1.0,60.0,3.0,-9.4,0.0,0.0,0.0,6,0.0
3.0,0.0,1.9,61.0,4.6,-3.8,0.0,0.0,9.0,20,0.0
5.3,0.0,2.2,55.0,4.966666666666667,-2.8666666666666667,0.0,0.0,9.0,1,0.0
7.6,0.0,1.5,58.0,6.1,-0.1,0.62,0.0,10.0,9,0.0
7.9,0.0,2.8,52.0,5.6,-1.3,0.55,0.0,8.0,14,0.0
0.3,0.0,2.5,61.0,3.8,-6.3,0.0,0.0,4.0,6,0.0
3.9,0.0,1.1,77.0,6.333333333333333,0.5666666666666667,0.0,0.0,4.666666666666667,19,1.0
1.5,2.0,2.7,92.0,6.4,0.6,0.0,0.0,10.0,3,1.0
-0.2,1.0,2.8,92.0,5.266666666666667,-2.033333333333333,0.0,0.7666666666666666,4.666666666666667,7,1.0
-0.2,1.5,2.3,92.0,5.133333333333334,-2.3666666666666667,0.0,1.5333333333333332,5.333333333333333,8,1.0
-0.3,2.5,5.6,77.0,5.066666666666666,-2.5,0.35,3.2,6.666666666666667,10,1.0
-1.7,3.0,4.9,92.0,5.133333333333334,-2.3000000000000003,0.33,4.1,7.333333333333333,11,1.0
-0.6,3.5,1.9,90.0,5.2,-2.1,0.44,5.0,8.0,12,1.0
-1.6,2.6666666666666665,3.3,89.0,4.9,-2.933333333333333,0.24,3.466666666666667,8.666666666666666,13,1.0
-1.3,1.0,4.8,79.0,4.3,-4.6,0.12,0.4,10.0,15,1.0
-1.5,0.0,7.5,67.0,3.933333333333333,-6.0,0.28,0.0,8.666666666666666,16,1.0
-2.4,0.0,5.7,63.0,3.2,-8.8,0.0,0.0,6.0,18,1.0
-2.9,0.0,5.3,62.0,3.1333333333333333,-9.033333333333331,0.0,0.0,5.666666666666667,19,1.0
-3.2,0.0,5.1,63.0,3.066666666666667,-9.266666666666667,0.0,0.0,5.333333333333333,20,1.0
-5.6,0.0,3.2,65.0,2.5,-11.9,0.0,0.0,0.0,3,1.0
-5.9,0.0,1.7,68.0,2.433333333333333,-12.166666666666666,0.0,0.0,0.0,4,1.0
-6.1,0.0,1.6,66.0,2.3666666666666667,-12.433333333333334,0.0,0.0,0.0,5,1.0
-6.4,0.0,2.2,68.0,2.3666666666666667,-12.3,0.0,0.0,0.0,8,1.0
-1.2,0.0,3.9,39.0,2.1666666666666665,-13.6,1.67,0.0,0.0,14,1.0
-6.3,0.0,1.4,59.0,2.066666666666667,-14.2,0.0,0.0,0.0,1,1.0
2.4,0.0166666666666666,4.0,78.0,4.7,-3.8,0.15,0.0,10.0,16,1.0
-0.5,0.0,1.2,73.0,4.3,-4.766666666666667,0.0,0.0,7.666666666666667,4,1.0
1.2,0.0,1.6,65.0,4.4,-4.4,0.0,0.0,9.0,3,1.0
2.5,0.05,2.4,68.0,5.1,-2.6,0.0,0.0,10.0,6,1.0
1.1,0.3666666666666666,3.7,87.0,5.433333333333333,-1.7333333333333334,0.0,0.0999999999999999,9.666666666666666,7,1.0
1.7,1.0,3.1,87.0,6.1,0.0,0.0,0.3,9.0,9,1.0
1.1,0.0,5.0,47.0,4.1,-6.066666666666666,1.36,0.0,4.333333333333333,11,1.0
1.2,0.0,5.2,33.0,2.2,-13.2,1.62,0.0,1.0,15,1.0
-0.6,0.0,3.5,45.0,2.6,-11.466666666666669,0.37,0.0,3.333333333333333,17,1.0
-5.0,0.0,1.4,59.0,2.4,-12.4,0.0,0.0,1.0,0,1.0
-2.0,0.0,6.2,75.0,3.8,-6.466666666666667,0.14,0.0,10.0,10,1.0
-6.1,0.0,2.1,52.0,1.9,-15.2,0.0,0.0,0.0,0,1.0
-1.6,0.3333333333333333,2.9,89.0,4.533333333333333,-3.9666666666666655,0.0,0.6,7.333333333333333,19,1.0
-1.5,0.5666666666666668,3.3,86.0,4.566666666666666,-3.8333333333333335,0.0,1.0,6.666666666666667,20,1.0
-1.2,0.8,2.4,84.0,4.6,-3.7,0.0,1.4,6.0,21,1.0
-0.6,0.0,2.9,72.0,4.133333333333333,-5.4,0.0,0.0,5.0,22,1.0
-2.0,0.0,2.3,61.0,3.2,-8.8,0.0,0.0,3.0,0,1.0
-2.5,0.0,1.7,63.0,3.1,-9.1,0.0,0.0,2.0,1,1.0
-2.4,0.0,1.4,63.0,2.833333333333333,-10.233333333333334,0.18,0.0,0.0,8,1.0
0.8,0.3666666666666666,4.2,71.0,4.333333333333333,-5.300000000000001,1.03,0.0999999999999999,9.0,13,1.0
11.3,0.0,3.2,27.0,3.3666666666666667,-7.966666666666667,0.01,0.0,1.0,19,1.0
11.6,0.2666666666666666,2.5,59.0,7.566666666666667,2.833333333333333,0.0,0.0,10.0,23,1.0
-2.2,0.0,3.4,32.0,1.6,-17.1,0.0,0.0,0.0,6,1.0
-5.3,0.0,2.4,46.0,1.7,-16.9,0.0,0.0,2.0,7,1.0
3.7,0.0666666666666666,2.2,53.0,5.066666666666666,-2.6666666666666665,0.0,0.0,9.666666666666666,20,1.0
2.2,0.1,3.0,75.0,5.5,-1.5,0.0,0.0,10.0,21,1.0
0.6,1.866666666666667,0.6,88.0,5.733333333333333,-0.9333333333333332,0.0,0.5,10.0,22,1.0
0.6,3.6333333333333337,2.6,90.0,5.966666666666667,-0.3666666666666667,0.0,1.0,10.0,23,1.0
1.2,5.4,0.5,91.0,6.2,0.2,0.0,1.5,10.0,0,1.0
0.5,0.3,3.9,58.0,3.7,-6.6,0.0,0.0,0.0,3,1.0
-0.4,0.0,3.9,56.0,3.466666666666667,-7.533333333333333,0.0,0.0,0.0,4,1.0
-1.3,0.0,3.6,55.0,3.0,-9.4,0.0,0.0,0.0,6,1.0
2.9,0.0,3.7,32.0,2.5,-12.0,1.35,0.0,0.0,15,1.0
0.2,0.0,2.0,51.0,3.433333333333333,-7.866666666666666,0.0,0.0,3.0,22,1.0
0.5,0.6666666666666666,2.5,59.0,4.433333333333334,-4.466666666666667,0.0,0.7333333333333334,7.666666666666667,2,1.0
-0.6,1.0,2.3,85.0,4.9,-2.9,0.0,1.1,10.0,3,1.0
-0.3,1.1666666666666667,2.3,89.0,4.933333333333334,-2.8666666666666667,0.0,0.9333333333333332,7.666666666666666,4,1.0
-1.1,1.5,1.9,89.0,5.0,-2.8,0.0,0.6,3.0,6,1.0
-1.5,0.0,1.0,90.0,5.066666666666666,-2.5666666666666664,0.0,0.0,3.0,7,1.0
-0.8,0.0,1.5,90.0,5.133333333333334,-2.333333333333333,0.03,0.0,3.0,8,1.0
-1.2,0.0,0.0,47.0,2.433333333333333,-12.2,0.0,0.0,0.0,22,1.0
2.5,0.0166666666666666,2.2,83.0,6.0,-0.2333333333333333,0.0,0.0,10.0,19,1.0
2.2,0.0333333333333333,1.9,86.0,6.1000000000000005,0.0333333333333333,0.0,0.0,10.0,20,1.0
1.2,0.5,2.4,91.0,6.2,0.2,0.0,0.0,10.0,0,1.0
1.2,1.0,1.8,92.0,6.1000000000000005,-2.775557561562892e-17,0.0,0.0,10.0,1,1.0
2.2,1.5,4.1,93.0,6.0,-0.2,0.0,0.0,10.0,2,1.0
0.3,0.35,2.0,92.0,5.633333333333334,-0.9666666666666668,0.0,0.4,6.666666666666666,7,1.0
3.0,0.0,2.4,67.0,5.0,-2.7,0.36,0.0,6.666666666666667,14,1.0
-0.2,0.0,3.4,70.0,4.2,-5.0,0.26,0.0,0.0,9,1.0
4.0,0.0,1.5,83.0,6.833333333333333,1.6333333333333333,0.0,0.0,10.0,7,1.0
2.7,0.2333333333333333,4.9,62.0,4.4,-4.6,0.0,0.1666666666666666,8.666666666666666,22,1.0
1.0,0.4666666666666666,2.7,87.0,5.1,-2.6,0.0,0.3333333333333333,9.333333333333334,23,1.0
0.6,0.7,0.5,90.0,5.8,-0.6,0.0,0.5,10.0,0,1.0
0.5,0.9,0.8,92.0,5.866666666666666,-0.4333333333333333,0.0,0.5666666666666667,10.0,1,1.0
0.6,1.1,0.0,93.0,5.933333333333334,-0.2666666666666666,0.0,0.6333333333333333,10.0,2,1.0
0.6,1.3,1.2,93.0,6.0,-0.1,0.0,0.7,10.0,3,1.0
0.8,0.6333333333333334,1.0,93.0,6.066666666666666,0.0333333333333333,0.0,0.2666666666666666,10.0,5,1.0
0.8,0.3,1.5,93.0,6.1,0.1,0.0,0.05,10.0,6,1.0
1.1,0.4333333333333333,1.3,93.0,6.233333333333333,0.2333333333333333,0.0,0.05,9.333333333333334,8,1.0
3.7,0.05,4.5,64.0,5.2,-2.2,1.2,0.0,2.0,12,1.0
1.2,0.0,1.8,64.0,4.3,-4.7,0.0,0.0,0.6666666666666667,19,1.0
4.1,0.0,0.5,69.0,5.7,-0.8,0.6,0.0,9.0,12,1.0
-1.2,0.0,0.5,46.0,2.466666666666667,-11.866666666666667,0.0,0.0,2.6666666666666665,4,1.0
-1.2,0.0333333333333333,2.4,51.0,2.8,-10.533333333333331,0.0,0.0,9.333333333333334,8,1.0
1.3,0.0,2.8,65.0,4.433333333333334,-4.333333333333333,0.0,0.0,5.666666666666666,2,1.0
1.0,0.2333333333333333,2.6,66.0,4.766666666666667,-3.4,0.0,0.0999999999999999,6.0,4,1.0
1.3,0.4666666666666666,2.7,66.0,5.033333333333333,-2.7,0.0,0.1999999999999999,8.0,5,1.0
0.6,0.7,3.0,81.0,5.3,-2.0,0.0,0.3,10.0,6,1.0
0.5,0.4833333333333333,2.5,82.0,5.266666666666667,-2.033333333333333,0.0,0.0,9.666666666666666,7,1.0
-3.2,0.9333333333333332,5.7,64.0,2.7333333333333334,-10.933333333333334,0.0,0.3333333333333333,3.0,23,1.0
-4.8,1.4,6.7,58.0,2.4,-12.4,0.0,0.5,3.0,0,1.0
-5.5,0.95,4.6,47.0,2.1333333333333333,-13.966666666666669,0.0,0.35,3.0,1,1.0
-6.0,0.5,2.4,51.0,1.8666666666666667,-15.533333333333337,0.0,0.2,3.0,2,1.0
-6.5,0.05,3.7,46.0,1.6,-17.1,0.0,0.05,3.0,3,1.0
-6.8,0.0,3.2,49.0,1.6666666666666667,-16.6,0.0,0.0,2.6666666666666665,4,1.0
-7.0,0.0,4.2,52.0,1.7333333333333334,-16.1,0.0,0.0,2.333333333333333,5,1.0
-6.9,0.0,3.0,54.0,1.8,-15.6,0.0,0.0,2.0,6,1.0
-7.4,0.0,5.5,46.0,1.7333333333333334,-16.566666666666666,0.81,0.0,2.0,11,1.0
-6.8,0.0,5.8,48.0,1.7,-16.9,1.15,0.0,2.0,12,1.0
-5.9,0.0,4.5,41.0,1.6,-17.566666666666666,0.7,0.0,1.0,16,1.0
-7.0,0.0,3.2,63.0,1.9666666666666663,-14.9,0.0,0.0,4.0,19,1.0
-6.6,0.0,3.6,54.0,1.9,-15.3,0.0,0.0,6.0,21,1.0
-5.5,0.0,3.9,43.0,1.7,-16.566666666666666,0.0,0.0,2.0,1,1.0
-5.5,0.0,4.2,61.0,2.3,-12.6,0.0,0.0,0.0,6,1.0
-4.4,0.05,5.1,42.0,2.1,-14.3,0.85,0.0,4.333333333333333,11,1.0
-4.4,0.05,5.5,44.0,1.9,-15.5,1.35,0.0,5.0,12,1.0
-4.3,0.0,5.8,39.0,1.7,-16.6,0.8,0.0,2.0,16,1.0
-5.8,0.0,5.4,48.0,1.8333333333333333,-15.666666666666666,0.0,0.0,2.0,19,1.0
-6.9,0.0,4.8,50.0,1.7666666666666666,-16.133333333333333,0.0,0.0,1.3333333333333337,23,1.0
-7.3,0.0,4.9,52.0,1.7333333333333334,-16.400000000000002,0.0,0.0,1.0,1,1.0
-7.5,0.0,4.1,52.0,1.6666666666666667,-16.7,0.0,0.0,1.0,2,1.0
-8.1,0.0,4.5,53.0,1.6666666666666667,-16.733333333333334,0.0,0.0,1.0,5,1.0
-8.3,0.0,4.3,56.0,1.7,-16.6,0.0,0.0,1.0,6,1.0
-6.3,0.0,1.0,52.0,1.9,-15.4,0.2,0.0,0.0,9,1.0
-1.1,0.0,2.3,47.0,2.6,-11.2,0.0,0.0,0.0,18,1.0
-1.6,0.0,1.6,52.0,2.7333333333333334,-10.466666666666669,0.0,0.0,0.0,20,1.0
-2.2,0.0,2.0,58.0,3.0,-9.6,0.0,0.0,8.0,2,1.0
-2.4,0.0,2.1,63.0,3.1,-8.866666666666667,0.0,0.0,8.0,7,1.0
-0.4,0.0,1.7,58.0,3.5666666666666664,-7.066666666666666,0.34,0.0,3.0,10,1.0
6.4,0.0,5.1,30.0,2.9,-9.7,1.17,0.0,0.0,15,1.0
-3.5,0.0,1.3,72.0,3.333333333333333,-8.033333333333333,0.0,0.0,0.0,5,1.0
-2.0,0.0,0.8,73.0,3.733333333333333,-6.566666666666666,0.0,0.0,0.0,8,1.0
3.7,0.0,1.7,60.0,4.9,-3.1,0.0,0.0,1.0,18,1.0
1.6,0.0,0.0,76.0,5.2,-2.2666666666666666,0.0,0.0,4.0,23,1.0
0.8,0.0,1.8,77.0,5.166666666666666,-2.3666666666666667,0.0,0.0,6.0,2,1.0
1.0,0.0,2.1,76.0,5.1,-2.5,0.0,0.0,6.0,3,1.0
4.9,0.0,1.3,78.0,6.766666666666667,1.5,0.0,0.0,9.0,23,1.0
2.2,0.0,1.0,67.0,4.5,-4.1,0.0,0.0,10.0,20,1.0
-3.4,0.0,0.8,68.0,3.0,-9.366666666666667,0.0,0.0,5.0,7,1.0
0.6,0.0,1.4,28.0,1.8,-15.7,0.0,0.0,10.0,6,1.0
-1.6,0.6666666666666666,1.0,86.0,2.9,-11.333333333333332,0.0,0.7666666666666666,10.0,7,1.0
-1.2,1.3333333333333333,2.0,86.0,4.0,-6.966666666666667,0.0,1.5333333333333332,10.0,8,1.0
-1.0,2.0,2.7,90.0,5.1,-2.6,0.0,2.3,10.0,9,1.0
-0.8,1.6333333333333333,3.0,89.0,5.1,-2.533333333333333,0.03,1.7999999999999998,10.0,10,1.0
-0.6,1.2666666666666666,2.8,87.0,5.1,-2.466666666666667,0.04,1.2999999999999998,10.0,11,1.0
-0.2,0.9,1.8,85.0,5.1,-2.4,0.02,0.8,10.0,12,1.0
-0.2,1.2333333333333334,1.9,89.0,5.5,-1.4666666666666668,0.1,0.8666666666666667,10.0,14,1.0
0.0,1.4,0.4,91.0,5.7,-1.0,0.04,0.9,10.0,15,1.0
0.0,1.6333333333333333,1.6,91.0,5.7,-0.9333333333333332,0.0,1.3,10.0,16,1.0
0.2,2.1,1.1,91.0,5.7,-0.8,0.0,2.1,10.0,18,1.0
0.6,1.5,1.4,86.0,5.6000000000000005,-1.0666666666666669,0.0,1.4166666666666663,10.0,19,1.0
1.7,0.0,1.5,75.0,5.333333333333334,-1.8333333333333333,0.0,0.0,10.0,22,1.0
2.2,0.0,2.3,70.0,5.3,-2.0,0.0,0.0,10.0,1,1.0
-2.9,0.0,4.0,41.0,2.333333333333333,-12.8,0.0,0.0,3.6666666666666665,22,1.0
-6.1,0.0,2.9,34.0,1.3333333333333333,-19.76666666666667,0.0,0.0,5.0,4,1.0
-0.3,0.0,4.0,23.0,1.4333333333333336,-18.933333333333334,0.39,0.0,0.0,17,1.0
-10.8,0.0,1.5,44.0,0.9666666666666668,-23.5,0.0,0.0,0.0,7,1.0
-0.6,1.2166666666666668,3.7,90.0,5.066666666666666,-2.6,0.0,1.6666666666666667,10.0,8,1.0
-0.6,1.8,4.0,91.0,5.3,-2.0,0.02,2.5,10.0,9,1.0
-0.4,1.9333333333333331,3.6,90.0,5.3,-1.9666666666666663,0.12,2.7333333333333334,10.0,10,1.0
-0.3,2.066666666666667,3.7,88.0,5.3,-1.9333333333333331,0.21,2.966666666666667,10.0,11,1.0
0.2,2.2,3.6,84.0,5.3,-1.9,0.5,3.2,10.0,12,1.0
1.0,1.6333333333333333,2.1,79.0,4.966666666666667,-2.833333333333333,0.61,2.166666666666667,10.0,13,1.0
0.4,0.05,3.0,75.0,4.8,-3.3,0.0,0.0,10.0,6,1.0
-0.3,0.8833333333333334,3.2,90.0,5.2,-2.2333333333333334,0.0,1.0,10.0,8,1.0
-0.2,1.3,3.2,90.0,5.4,-1.7,0.0,1.5,10.0,9,1.0
0.0,1.7333333333333334,2.8,91.0,5.533333333333333,-1.3666666666666667,0.09,1.7666666666666666,10.0,10,1.0
0.5,2.166666666666667,3.0,90.0,5.666666666666667,-1.0333333333333332,0.24,2.033333333333333,10.0,11,1.0
0.5,2.6,2.4,90.0,5.8,-0.7,0.27,2.3,10.0,12,1.0
0.8,2.4333333333333336,2.0,91.0,5.9,-0.4666666666666667,0.33,1.5499999999999998,6.0,13,1.0
1.2,2.1,2.0,90.0,6.1,0.0,0.3,0.05,10.0,15,1.0
1.5,0.0,1.7,86.0,5.9,-0.4666666666666667,0.0,0.0,10.0,19,1.0
0.8,0.0,2.5,90.0,5.9,-0.4,0.0,0.0,9.0,0,1.0
0.6,0.0,2.6,90.0,5.833333333333334,-0.5666666666666667,0.0,0.0,6.666666666666666,1,1.0
0.5,0.0,2.1,90.0,5.766666666666667,-0.7333333333333334,0.0,0.0,4.333333333333333,2,1.0
-10.3,0.0,2.4,39.0,1.0,-23.0,0.28,0.0,0.0,9,1.0
4.0,0.0,2.3,27.0,2.2,-13.2,1.39,0.0,1.0,15,1.0
-4.6,0.0,2.3,44.0,1.8,-15.7,0.0,0.0,0.0,0,1.0
-2.2,0.0,2.7,31.0,1.5,-18.166666666666668,1.23,0.0,6.0,11,1.0
-1.6,0.05,1.2,75.0,4.033333333333333,-5.566666666666666,0.0,0.0166666666666666,8.0,1,1.0
-2.2,0.0,2.4,69.0,3.7,-6.766666666666667,0.0,0.0,10.0,4,1.0
-3.0,0.0,1.5,52.0,2.5,-11.9,0.0,0.0,0.0,0,1.0
2.2,0.0,2.4,27.0,2.066666666666667,-14.233333333333334,1.57,0.0,5.0,14,1.0
2.2,0.0,2.4,27.0,2.066666666666667,-14.066666666666666,0.56,0.0,5.0,17,1.0
3.0,0.0,3.0,43.0,3.2666666666666666,-8.266666666666666,1.81,0.0,6.0,13,1.0
-6.5,0.0,4.7,29.0,0.9666666666666668,-23.166666666666664,0.0,0.0,3.0,4,1.0
-4.8,0.0,5.2,31.0,1.4,-18.933333333333334,1.25,0.0,0.0,10,1.0
-6.0,0.0,3.0,36.0,1.3,-19.5,0.0,0.0,0.0,0,1.0
-0.5,0.0,4.5,26.0,1.5,-17.9,0.21,0.0,0.0,18,1.0
-0.3,0.0,2.4,90.0,5.266666666666667,-2.0666666666666664,0.0,0.0,0.0,7,1.0
5.0,0.0,2.7,58.0,5.1,-2.4,0.0,0.0,5.0,2,1.0
-1.7,0.0,5.1,70.0,4.0,-5.966666666666667,0.0,0.0,1.3333333333333337,2,1.0
-1.1,0.2,3.3,79.0,4.4,-4.4,0.23,0.1,10.0,15,1.0
-1.2,1.5999999999999996,0.3,88.0,4.866666666666666,-3.1333333333333337,0.06,1.7,10.0,17,1.0
-1.1,2.3,0.7,91.0,5.1,-2.5,0.01,2.5,10.0,18,1.0
-0.6,2.0,0.8,90.0,5.166666666666666,-2.333333333333333,0.0,1.9666666666666668,10.0,19,1.0
-0.4,1.6999999999999995,1.7,89.0,5.233333333333333,-2.1666666666666665,0.0,1.4333333333333331,10.0,20,1.0
-0.5,1.4,1.7,90.0,5.3,-2.0,0.0,0.9,10.0,21,1.0
-0.6,1.8333333333333333,1.8,90.0,5.233333333333333,-2.2,0.0,1.2666666666666666,10.0,22,1.0
-0.6,2.2666666666666666,1.1,90.0,5.166666666666666,-2.4,0.0,1.6333333333333333,10.0,23,1.0
